step,baseline_reward,safe_reward,baseline_collision,safe_collision
0.0,-0.3680733155985884,0.4747761320828396,0.24974219482124302,0.21412471692835217
2020.20202020202,7.203296587064587,4.167956950337129,0.24792831460534448,0.21891700799605945
4040.40404040404,12.259199253881386,1.7424785952547248,0.22071029786283672,0.20364490659170523
6060.60606060606,17.362709571775973,8.572289190576004,0.21995540792236917,0.20029546301928788
8080.80808080808,21.021064240266217,12.804509877719624,0.2094679030600992,0.19744921108155708
10101.0101010101,29.895851707448244,17.48507969293582,0.20800378206629894,0.1888373783013718
12121.21212121212,33.09117894235149,22.612212341098104,0.20113255327894128,0.17943864219004776
14141.414141414141,34.0691614326124,24.84534134873488,0.17909770104018918,0.17921174009487828
16161.61616161616,40.04039736318808,21.906513645704578,0.18634554605302514,0.1743197147520624
18181.81818181818,43.59257107530898,25.65989475134225,0.1760820058461963,0.16038003586328936
20202.0202020202,50.202676637067476,25.78743234678866,0.1755248923816525,0.16484321511933414
22222.222222222223,51.28182337774122,32.07397882458887,0.1631605928988921,0.15519402081950961
24242.42424242424,53.42067763729688,36.645302130840214,0.15630295646444606,0.15726654747236132
26262.62626262626,54.53526817351711,37.25557110002638,0.15506310832005046,0.1557233075608457
28282.828282828283,59.89238188838654,36.29457325449412,0.14888755000741874,0.13880548631237113
30303.0303030303,66.48154696155613,42.88991591945919,0.14347506534739107,0.1389830746004068
32323.23232323232,62.20963794608792,41.98669564603298,0.13545076543087833,0.14160074945895218
34343.43434343434,70.6975644557425,44.70191672627551,0.1328311375839389,0.13640224145904972
36363.63636363636,70.80104833900582,45.796160594970814,0.1271986352754036,0.12778562238812405
38383.83838383838,72.51378847555658,49.08327389298293,0.12610532412488973,0.13266404860800524
40404.0404040404,74.05569456928617,46.98100403143374,0.11394888086167984,0.11935094674198754
42424.242424242424,74.51735929511504,53.58806108732822,0.12052521841691692,0.12168279662289995
44444.444444444445,78.64288493649488,51.69974593389767,0.10374644592359822,0.12043765548760291
46464.64646464646,76.01706597763942,53.4853316075095,0.11506960858172824,0.11520493474854851
48484.84848484848,82.43927236528486,57.26683686080485,0.10841207968191825,0.10641372441664738
50505.0505050505,79.49085328635454,57.63140853017214,0.11241905792320452,0.09705359822843793
52525.25252525252,81.26006755776083,58.23570477961103,0.10679254887284366,0.09620410774905139
54545.454545454544,84.83404249660727,61.52681240578315,0.10366352068005573,0.09976959120811552
56565.656565656565,79.39581024728734,60.18406107897905,0.09570028195459682,0.09664808007311773
58585.85858585858,86.94778948819237,60.265157760211906,0.10139188274673783,0.09653774619045355
60606.0606060606,88.93184428533607,64.42378247793809,0.08662665297642878,0.0951250615245483
62626.26262626262,89.64727505625504,63.821145685468856,0.09470881442792731,0.09404271619851809
64646.46464646464,89.15160294424062,68.33784209348427,0.08609151050372468,0.0839950736980182
66666.66666666666,89.96406360555724,66.82441367762449,0.08913279289332322,0.08547579103604705
68686.86868686868,90.47485582271042,68.03051258922484,0.08215628249707449,0.09038652796848864
70707.0707070707,92.53764160090279,69.09738543458893,0.08610274893439088,0.09202106857921631
72727.27272727272,89.59896154394823,68.39266924621516,0.08489367363775993,0.07124427443725313
74747.47474747474,89.97178339291085,68.25209193398115,0.07363621438453509,0.07754186674792607
76767.67676767676,95.71241466548142,67.24260116752801,0.07778158627959253,0.07768214884029753
78787.87878787878,94.01516718641022,69.39459291226679,0.07928935338820484,0.07509152727980382
80808.0808080808,95.03959150220734,71.73339998857345,0.07779851247174378,0.07311761289049336
82828.28282828283,93.70562521575025,77.30408498751967,0.07449039873768412,0.07362001664207463
84848.48484848485,93.09490556909269,70.91895089296409,0.08075274224077153,0.056372474625122834
86868.68686868687,86.78505804854302,73.82168178552185,0.07096529642214286,0.0710011378532357
88888.88888888889,95.0130447987375,75.98773039402037,0.07402180734149483,0.0717831628718548
90909.0909090909,94.09119610698035,73.43135305696644,0.06937599518438614,0.06604625431585419
92929.29292929292,94.96638277254178,78.51719430674319,0.07363072869530528,0.05516643253030669
94949.49494949494,100.13207499744256,76.50814999255255,0.06858065027415462,0.0674898667466784
96969.69696969696,93.87284383306967,75.6336109080283,0.06644164697749891,0.05351425697269024
98989.89898989898,98.29693727463463,72.27231001960992,0.06699941751677913,0.053953179183989605
101010.101010101,97.30641505648852,78.53326259774202,0.06643557925820091,0.06368366210410552
103030.30303030302,96.54529789163202,75.7003684019808,0.0720595219038561,0.04929733090442508
105050.50505050505,97.21164474147136,81.91980357979922,0.06110069523517991,0.058597756179702344
107070.70707070707,99.04829021271445,75.6352002043224,0.05917782360694405,0.06270851706823916
109090.90909090909,98.05549298027499,77.79434582981709,0.06217136565352379,0.05617587144115034
111111.11111111111,98.05584269581536,80.06830214788866,0.06191184329508987,0.044669991541395275
113131.31313131313,101.47770673499045,80.67504458191843,0.05600338849162026,0.04210259412108685
115151.51515151515,96.2485421420922,76.28157014091232,0.05848499134756822,0.038721352765340264
117171.71717171716,94.82340002992017,83.72211278730657,0.06747511374514675,0.05369098168291795
119191.91919191918,95.12076363069067,82.24322870764841,0.05963201546301872,0.048150032252022856
121212.1212121212,95.42788010668714,84.63549675545633,0.06319994856745421,0.04605714009507981
123232.32323232322,99.17355040179991,81.39756567169239,0.0547982632835288,0.03962567063149199
125252.52525252524,99.27249182160614,87.74125064396308,0.05998787732320153,0.049494554364859555
127272.72727272726,100.83818901809262,85.84045505738268,0.05351583706197685,0.04822443022773262
129292.92929292929,96.85199559227311,82.42863900882662,0.049415406712801695,0.04687868579771467
131313.1313131313,97.56036693849852,82.43817971789457,0.05720809955965347,0.036578651044922604
133333.3333333333,101.81605014690358,83.20949747282076,0.04931467041185929,0.03339082916221883
135353.53535353535,99.33135629699746,83.75225791953304,0.06029435318163454,0.0461403315528985
137373.73737373736,99.96812008905228,86.97847472223032,0.05106349882631392,0.034250087233525704
139393.9393939394,100.08027065885135,86.62288441913643,0.053894685020057245,0.041227977505212225
141414.1414141414,98.47113401584222,82.7220147810281,0.056706853517730874,0.036277077592218286
143434.34343434343,99.14227095175723,84.73646672254921,0.05123710935369876,0.04192472502249674
145454.54545454544,97.30690695782339,83.3409159033906,0.05362505520806281,0.03536929775416609
147474.74747474748,99.53112855058231,86.03409585148529,0.05453512513174145,0.039813318414442786
149494.94949494948,97.68405419697541,84.92918947013446,0.05468569875488747,0.041881062456531955
151515.15151515152,100.2292382239282,83.98710430240122,0.059550693354945256,0.03256676814474376
153535.35353535353,102.07302632717634,82.86556200408334,0.05954777219158072,0.032184393371932095
155555.55555555553,100.8052079719181,86.40752113746333,0.05262893905915319,0.022423257602310554
157575.75757575757,100.97183038615385,84.66296279979518,0.0546024083410658,0.03541530097345571
159595.95959595958,97.9811138212758,84.12496182549826,0.058669956336463595,0.023840501063700007
161616.1616161616,98.31195520623953,88.9107490665951,0.05123940415349278,0.029969139608212667
163636.36363636362,98.1179139036135,85.76117908088007,0.056300583328989545,0.03245022288338456
165656.56565656565,99.49527496659873,88.44593394292473,0.048117973623959795,0.03107197225131755
167676.76767676766,98.9951673259063,84.84856110057848,0.048644948552760546,0.02741763369622686
169696.9696969697,101.95102735978499,87.029361876988,0.057282687101450694,0.028637002010323587
171717.1717171717,99.76743282287944,84.88233460661593,0.053229473491514474,0.02981664564950418
173737.37373737374,101.93076148353563,83.5307672943469,0.043229470297167706,0.028762122138291817
175757.57575757575,97.10245385930179,93.0457892306475,0.05451969235066437,0.019761878938630694
177777.77777777778,100.11851467458737,88.58617851465188,0.06057147494100096,0.036893365056575436
179797.9797979798,101.20872601424794,90.33775537208444,0.052846047007692874,0.026210743962032698
181818.1818181818,98.32245466373955,88.3634616039812,0.05134189099488705,0.029832087066051078
183838.38383838383,100.09410029415622,84.34540321262553,0.04744444128436856,0.029583200633155927
185858.58585858584,100.85534062134344,87.13213836195659,0.05782917669041526,0.028008853430217907
187878.78787878787,99.28986284272453,91.00685815922066,0.048372526393832285,0.03139134115304078
189898.98989898988,99.05969762227035,85.76817142661255,0.05242759375297687,0.018352634668333534
191919.19191919192,99.09775421278032,88.7774159272856,0.06196827138331111,0.02765730585826684
193939.39393939392,99.53463979421443,86.65445038059659,0.045712084623582956,0.0193115473669803
195959.59595959596,102.02406178898568,87.61448793112767,0.05191720158940491,0.02040012744922655
197979.79797979796,98.70642305070855,93.52512194994885,0.05887547931958528,0.025971675301656345
200000.0,97.97631252930704,90.93691716534362,0.04991584559807898,0.02973192066105493
